0,"gangs , despite the gravity of its subject matter , is often as fun to watch as a good spaghetti western ."
0,"in other words , it's just another sports drama/character study . yet this one makes up for in heart what it lacks in outright newness . plus , like i already mentioned . . . it's robert duvall ! c'mon !"
0,"woo has as much right to make a huge action sequence as any director , but how long will filmmakers copy the "" saving private ryan "" battle scenes before realizing steven spielberg got it right the first time ?"
0,the script isn't very good ; not even someone as gifted as hoffman ( the actor ) can make it work .
0,"in scope , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level ."
0," . . . too slow , too boring , and occasionally annoying ."
0,"beautifully acted , smart and funny . it steers clear of being a maudlin soap opera normally found on lifetime ."
0,in comparison to his earlier films it seems a disappointingly thin slice of lower-class london life ; despite the title . . . amounts to surprisingly little .
0,a bit of whimsically warped history elevated by the central performance of ian holm .
0,it is so refreshing to see robin williams turn 180 degrees from the string of insultingly innocuous and sappy fiascoes he's been making for the last several years .
0,a terrific insider look at the star-making machinery of tinseltown .
0,it's a celebration of self-confidence and a slap in the face of a society that cherises impossibly unnatural physical perfection .
0,"the sweetest thing , a romantic comedy with outrageous tendencies , may be a mess in a lot of ways . but it does have one saving grace . a lot of its gags and observations reflect a woman's point-of-view ."
0,"instead of a hyperbolic beat-charged urban western , it's an unpretentious , sociologically pointed slice of life ."
0,"an absurdist comedy about alienation , separation and loss ."
0,a stunning and overwhelmingly cogent case for kissinger as a calculating war criminal .
0,"the only camouflage carvey should now be considering is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers ."
0,a film that begins with the everyday lives of naval personnel in san diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times i saw the film .
0,malone does have a gift for generating nightmarish images that will be hard to burn out of your brain . but the movie's narrative hook is way too muddled to be an effectively chilling guilty pleasure .
0,one regards reign of fire with awe . what a vast enterprise has been marshaled in the service of such a minute idea .
0,a profoundly moving document . . . the filmmakers' refusal to downplay the situation's intractability makes the glimmer of hope the film offers that much more powerful .
0,the pace and the visuals are so hyped up that a curious sense of menace informs everything .
0,a sparkling cosmopolitan comedy that plays fast and loose with sacred cows of family values .
0,"there are a few laughs and clever sight gags scattered about , but not enough to make this anything more than another big-budget bust ."
0,an energetic and engaging film that never pretends to be something it isn't .
0,"[city] reminds us how realistically nuanced a robert de niro performance can be when he is not more lucratively engaged in the shameless self-caricature of 'analyze this' ( 1999 ) and 'analyze that , ' promised ( or threatened ) for later this year ."
0,"not quite as miraculous as its dreamworks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions ."
0,"if the film fails to fulfill its own ambitious goals , it nonetheless sustains interest during the long build-up of expository material ."
0,if high crimes were any more generic it would have a universal product code instead of a title .
0,"it is a testament of quiet endurance , of common concern , of reconciled survival ."
0,it's absolutely amazing how first-time director kevin donovan managed to find something new to add to the canon of chan . make chan's action sequences boring .
0,it's a feel-good movie about which you can actually feel good .
0,"a tender and touching drama , based on the true story of a troubled african-american's quest to come to terms with his origins , reveals the yearning we all have in our hearts for acceptance within the family circle ."
0,"i admired it , particularly that unexpected downer of an ending ."
0,"definitely not the knee-slapper that i was told it would be , but enough hahas for me to grade as passable ."
0,oliveira seems to pursue silent film representation with every mournful composition .
0,"for the most part , director anne-sophie birot's first feature is a sensitive , extraordinarily well-acted drama ."
0,"the longer the movie goes , the worse it gets , but it's actually pretty good in the first few minutes ."
0,"it's fun , wispy , wise and surprisingly inoffensive for a film about a teen in love with his stepmom ."
0," . . . a vast adventure that bristles with romance , action and heroism ."
0,it was only a matter of time before some savvy producer saw the potential success inherent in the mixture of bullock bubble and hugh goo .
0,one of the year's most weirdly engaging and unpredictable character pieces .
0,"it's not a bad plot ; but , unfortunately , the movie is nowhere near as refined as all the classic dramas it borrows from ."
0,the trials of henry kissinger is a remarkable piece of filmmaking  because you get it .
0,an afterschool special without the courage of its convictions .
0,"a merciless thriller , threateningly beautiful to look at and eerie to behold ."
0,"certain to be distasteful to children and adults alike , eight crazy nights is a total misfire ."
0,this gorgeous epic is guaranteed to lift the spirits of the whole family .
0,presents a most persuasive vision of hell on earth .
0,"no worse than a lot of the crap we've been offered this summer , and slightly better than men in black 2 as far as slapdash extraterrestrial comedies go ."
0,"elmo touts his drug as being 51 times stronger than coke . if you're looking for a tale of brits behaving badly , watch snatch again . it's 51 times better than this ."
0,hoffman's performance is authentic to the core of his being .
0,"i wish windtalkers had had more faith in the dramatic potential of this true story . this would have been better than the fiction it has concocted , and there still could have been room for the war scenes ."
0,a quirky comedy set in newfoundland that cleverly captures the dry wit that's so prevalent on the rock .
0,"exploits [headbanger] stereotypes in good fun , while adding a bit of heart and unsettling subject matter ."
0,a dizzying digital video oddyssey through the snowy woods of upstate new york .
0,"more than the last time around , it has elements that might help divert those bigger people who find themselves unavoidably in attendance ."
0,the film's thoroughly recycled plot and tiresome jokes . . . drag the movie down .
0,a biopic about crane's life in the classic tradition but evolves into what has become of us all in the era of video .
0,"like a comedian who starts off promisingly but then proceeds to flop , comedian runs out of steam after a half hour ."
0," "" the best disney movie since the lion king """
0,"the storytelling may be ordinary , but the cast is one of those all-star reunions that fans of gosford park have come to assume is just another day of brit cinema ."
0,"uses sharp humor and insight into human nature to examine class conflict , adolescent yearning , the roots of friendship and sexual identity ."
0,a mess when it comes to the characters and writing . . . but works its way underneath the skin like few movies have in recent memory .
0,i was perplexed to watch it unfold with an astonishing lack of passion or uniqueness .
0,"although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel ."
0,the quirky and recessive charms of co-stars martin donovan and mary-louise parker help overcome the problematic script .
0,the lively appeal of the last kiss lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy .
0,"jason x has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot ."
0,"mature , graceful documentary on conservative christian parents with homosexual children ."
0,"while some will object to the idea of a vietnam picture with such a rah-rah , patriotic tone , soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation ."
0,i can't remember the last time i saw a movie where i wanted so badly for the protagonist to fail .
0,the script feels as if it started to explore the obvious voyeuristic potential of 'hypertime' but then backed off when the producers saw the grosses for spy kids .
0,"the journey to the secret's eventual discovery is a separate adventure , and thrill enough ."
0,"the script covers huge , heavy topics in a bland , surfacey way that doesn't offer any insight into why , for instance , good things happen to bad people ."
0,"mcgrath has deftly trimmed dickens' wonderfully sprawling soap opera , the better to focus on the hero's odyssey from cowering poverty to courage and happiness ."
0,"it would be a mistake to write this movie off as yet another star is born-type biopic about the rise and fall of a latter&#8209 ; day celebrity . schrader is after something deeper here and even when he misses the mark , the film remains involving ."
0,one of those decades-spanning historical epics that strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time .
0,"jones has crafted a natty narrative that , enhanced by erin nordstrom's editing , is filled with payoffs ."
0,"it's all gratuitous before long , as if schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story ."
0,there's not a comedic moment in this romantic comedy .
0,"smith's approach is never to tease , except gently and in that way that makes us consider our own eccentricities and how they are expressed through our homes ."
0,"the animation merely serves up a predictable , maudlin story that swipes heavily from bambi and the lion king , yet lacks the emotional resonance of either of those movies ."
0,"beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart . it really is a shame that more won't get an opportunity to embrace small , sweet 'evelyn . '"
0,"a deliberative account of a lifestyle characterized by its surface-obsession Ц one that typifies the delirium of post , pre , and extant stardom ."
0,tsai may be ploughing the same furrow once too often .
0,russian ark moves beyond a simple technical exercise and into the realm of greatness . it's a masterpiece on every level .
0,a coming-of-age film that avoids the cartoonish clichйs and sneering humor of the genre as it provides a fresh view of an old type -- the uncertain girl on the brink of womanhood .
0,"this humbling little film , fueled by the light comedic work of zhao benshan and the delicate ways of dong jie , is just the sort for those moviegoers who complain that 'they don't make movies like they used to anymore . '"
0,a documentary to make the stones weep -- as shameful as it is scary .
0,savvy director robert j . siegel and his co-writers keep the story subtle and us in suspense .
0,"although olivier assayas' elegantly appointed period drama seems , at times , padded with incident in the way of a too-conscientious adaptation . . . its three-hour running time plays closer to two ."
0,"whenever you think you've figured out late marriage , it throws you for a loop ."
0," . . . perhaps the heaviest , most joyless movie ever made about giant dragons taking over the world ."
0,"without blowing the jokes we can say that , if you have found that your sense of humor fit well with christopher guest's screen outings , you'll find yourself in the flow with shearer as well ."
0,"if oscar had a category called best bad film you thought was going to be really awful but wasn't , guys would probably be duking it out with the queen of the damned for the honor ."
0," . . . feels as if ( there's ) a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something ."
